Date référence;Numéro commune;RSA ou PPA;Nom commune;Nombre foyers RSA_PPA;Nombre personnes RSA_PPA
2020-12;14684;RSA seul;;0;0
2020-12;14685;RSA seul;THAON;10;10
2020-12;14698;RSA seul;TOUFFREVILLE;5;5
2020-12;14707;RSA seul;TOURVILLE SUR ODON;5;10
2020-12;14710;RSA seul;;0;0
2020-12;14728;RSA seul;VAUCELLES;0;0
2020-12;14735;RSA seul;VENDEUVRE;10;10
2020-12;14741;RSA seul;LE VEY;0;0
2020-12;14754;RSA seul;VILLERS SUR MER;55;85
2020-12;15025;RSA seul;ALBEPIERRE BREDONS;0;0
2020-12;15026;RSA seul;;0;0
2020-12;15028;RSA seul;CARLAT;0;0
2020-12;15033;RSA seul;;0;0
2020-12;15053;RSA seul;COLTINES;0;0
2020-12;15073;RSA seul;FRIDEFONT;0;0
2020-12;15077;RSA seul;;0;0
2020-12;15085;RSA seul;LABROUSSE;0;0
2020-12;15086;RSA seul;;0;0
2020-12;13008;RSA seul;AURONS;5;10
2020-12;13009;RSA seul;LA BARBEN;15;30
2020-12;13013;RSA seul;BELCODENE;15;20
2020-12;13014;RSA seul;BERRE L ETANG;350;690
2020-12;13028;RSA seul;LA CIOTAT;915;1605
2020-12;13030;RSA seul;CUGES LES PINS;95;190
2020-12;13045;RSA seul;GRAVESON;55;105
2020-12;13058;RSA seul;MAUSSANE LES ALPILLES;30;45
2020-12;13059;RSA seul;MEYRARGUES;60;100
2020-12;13061;RSA seul;SAINT PIERRE DE MEZOARGUES;0;0
2020-12;13064;RSA seul;MOLLEGES;25;50
2020-12;13066;RSA seul;NOVES;100;210
2020-12;13078;RSA seul;PORT SAINT LOUIS DU RHONE;295;635
2020-12;13086;RSA seul;ROQUEVAIRE;160;260
2020-12;13088;RSA seul;LE ROVE;95;190
2020-12;13102;RSA seul;SAINT VICTORET;135;260
2020-12;13108;RSA seul;TARASCON;455;975
2020-12;13114;RSA seul;VENTABREN;40;50
2020-12;13116;RSA seul;VERQUIERES;10;20
2020-12;13118;RSA seul;COUDOUX;15;25
2020-12;13204;RSA seul;MARSEILLE 4E ARRONDISSEMENT;2445;4700
2020-12;13003;RSA seul;ALLEINS;20;30
2020-12;13025;RSA seul;CHATEAUNEUF LE ROUGE;25;30
2020-12;13026;RSA seul;CHATEAUNEUF LES MARTIGUES;375;865
2020-12;13027;RSA seul;CHATEAURENARD;295;570
2020-12;13029;RSA seul;CORNILLON CONFOUX;15;25
2020-12;13032;RSA seul;EGUILLES;65;110
2020-12;13040;RSA seul;FUVEAU;120;200
2020-12;13046;RSA seul;GREASQUE;35;70
2020-12;13062;RSA seul;MIMET;40;60
2020-12;13063;RSA seul;MIRAMAS;775;1775
2020-12;13068;RSA seul;PARADOU;15;25
2020-12;13075;RSA seul;PLAN DE CUQUES;140;250
2020-12;13082;RSA seul;ROGNES;65;85
2020-12;13083;RSA seul;ROGNONAS;50;105
2020-12;13089;RSA seul;SAINT ANDIOL;40;75
2020-12;13095;RSA seul;SAINT MARC JAUMEGARDE;10;15
2020-12;13097;RSA seul;SAINT MARTIN DE CRAU;160;340
2020-12;13101;RSA seul;SAINT SAVOURNIN;30;55
2020-12;13107;RSA seul;SIMIANE COLLONGUE;55;90
2020-12;13210;RSA seul;MARSEILLE 10E ARRONDISSEMENT;2210;4940
2020-12;13216;RSA seul;MARSEILLE 16E ARRONDISSEMENT;1525;3630
2020-12;14005;RSA seul;VALAMBRAY;10;25
2020-12;14006;RSA seul;AMAYE SUR ORNE;0;0
2020-12;14007;RSA seul;AMAYE SUR SEULLES;0;0
2020-12;14019;RSA seul;;0;0
2020-12;14024;RSA seul;AUBERVILLE;5;15
2020-12;14034;RSA seul;;0;0
2020-12;14037;RSA seul;MALHERBE SUR AJON;5;10
2020-12;14086;RSA seul;BONNEVILLE SUR TOUQUES;5;5
2020-12;14107;RSA seul;BRICQUEVILLE;0;0
2020-12;14111;RSA seul;BUCEELS;5;10
2020-12;14021;RSA seul;ARROMANCHES LES BAINS;5;10
2020-12;14066;RSA seul;BERNIERES SUR MER;20;30
2020-12;14068;RSA seul;BIEVILLE BEUVILLE;25;45
2020-12;14077;RSA seul;BLANGY LE CHATEAU;5;5
2020-12;14078;RSA seul;;0;0
2020-12;14100;RSA seul;BRETTEVILLE SUR LAIZE;5;10
2020-12;14120;RSA seul;CAHAGNES;10;25
2020-12;14122;RSA seul;;0;0
2020-12;14143;RSA seul;CAUMONT SUR AURE;35;65
2020-12;14159;RSA seul;;0;0
2020-12;14165;RSA seul;COLLEVILLE SUR MER;0;0
2020-12;14168;RSA seul;;0;0
2020-12;14172;RSA seul;COMMES;0;0
2020-12;14180;RSA seul;;0;0
2020-12;14182;RSA seul;CORMOLAIN;5;10
2020-12;14184;RSA seul;;0;0
2020-12;14229;RSA seul;DOZULE;25;60
2020-12;14236;RSA seul;;0;0
2020-12;14242;RSA seul;EPRON;10;10
2020-12;14243;RSA seul;EQUEMAUVILLE;10;20
2020-12;14248;RSA seul;ESPINS;0;0
2020-12;14252;RSA seul;ESTREES LA CAMPAGNE;0;0
2020-12;14260;RSA seul;FAUGUERNON;0;0
2020-12;14272;RSA seul;LA FOLIE;0;0
2020-12;14280;RSA seul;FORMENTIN;5;5
2020-12;14282;RSA seul;FOULOGNES;0;0
2020-12;14289;RSA seul;FRESNE LA MERE;0;0
2020-12;14291;RSA seul;;0;0
2020-12;14293;RSA seul;FUMICHON;5;10
2020-12;14309;RSA seul;GOUVIX;5;20
2020-12;14310;RSA seul;GRAINVILLE LANGANNERIE;10;20
2020-12;14311;RSA seul;GRAINVILLE SUR ODON;5;10
2020-12;14328;RSA seul;HEROUVILLETTE;5;10
2020-12;14329;RSA seul;HEULAND;5;5
2020-12;14332;RSA seul;LA HOGUETTE;5;15
2020-12;14341;RSA seul;IFS;190;425
2020-12;14348;RSA seul;;0;0
2020-12;14380;RSA seul;LOUCELLES;0;0
2020-12;14384;RSA seul;LUC SUR MER;35;50
2020-12;14404;RSA seul;;0;0
2020-12;14426;RSA seul;;0;0
2020-12;14448;RSA seul;;0;0
2020-12;14449;RSA seul;MONTS EN BESSIN;5;5
2020-12;14452;RSA seul;MORTEAUX COULIBOEUF;0;0
2020-12;14455;RSA seul;;0;0
2020-12;14458;RSA seul;LES MOUTIERS EN CINGLAIS;0;0
2020-12;14461;RSA seul;;0;0
2020-12;14465;RSA seul;NONANT;0;0
2020-12;14466;RSA seul;NOROLLES;0;0
2020-12;14473;RSA seul;;0;0
2020-12;14478;RSA seul;ORBEC;70;150
2020-12;14500;RSA seul;PIERREFITTE EN AUGE;0;0
2020-12;14510;RSA seul;LA POMMERAYE;0;0
2020-12;10420;RSA seul;VILLENAUXE LA GRANDE;65;150
2020-12;10427;RSA seul;VILLE SUR ARCE;0;0
2020-12;11030;RSA seul;;0;0
2020-12;11037;RSA seul;BERRIAC;105;225
2020-12;11059;RSA seul;CAILHAVEL;0;0
2020-12;11070;RSA seul;CARLIPA;5;10
2020-12;11082;RSA seul;;0;0
2020-12;11083;RSA seul;CAUNETTES EN VAL;5;5
2020-12;12177;RSA seul;PALMAS D AVEYRON;5;10
2020-12;12186;RSA seul;POUSTHOMY;5;10
2020-12;12190;RSA seul;PREVINQUIERES;5;5
2020-12;12210;RSA seul;SAINT ANDRE DE NAJAC;10;20
2020-12;12217;RSA seul;SAINTE CROIX;10;25
2020-12;12221;RSA seul;SAINT FELIX DE LUNEL;5;15
2020-12;12225;RSA seul;SAINT GEORGES DE LUZENCON;15;35
2020-12;12238;RSA seul;;0;0
2020-12;12240;RSA seul;SAINT PARTHEM;5;10
2020-12;12250;RSA seul;;0;0
2020-12;12259;RSA seul;SANVENSA;10;10
2020-12;12261;RSA seul;;0;0
2020-12;12305;RSA seul;VIVIEZ;35;75
2020-12;14744;RSA seul;VIENNE EN BESSIN;0;0
2020-12;15013;RSA seul;;0;0
2020-12;15014;RSA seul;AURILLAC;705;1450
2020-12;15022;RSA seul;BONNAC;0;0
2020-12;15027;RSA seul;PUYCAPEL;5;10
2020-12;15070;RSA seul;FONTANGES;5;5
2020-12;15084;RSA seul;LABESSERETTE;0;0
2020-12;15088;RSA seul;LACAPELLE VIESCAMP;0;0
2020-12;11053;RSA seul;BRUGAIROLLES;5;5
2020-12;11064;RSA seul;CAMPLONG D AUDE;5;5
2020-12;11071;RSA seul;CASCASTEL DES CORBIERES;0;0
2020-12;11074;RSA seul;LES CASSES;5;5
2020-12;11094;RSA seul;;0;0
2020-12;11124;RSA seul;DURBAN CORBIERES;10;20
2020-12;11125;RSA seul;EMBRES ET CASTELMAURE;0;0
2020-12;11126;RSA seul;ESCALES;15;25
2020-12;11129;RSA seul;ESPERAZA;110;195
2020-12;11133;RSA seul;FAJAC EN VAL;0;0
2020-12;11148;RSA seul;FONTCOUVERTE;15;25
2020-12;11156;RSA seul;FRAISSE CABARDES;5;5
2020-12;11160;RSA seul;GALINAGUES;5;10
2020-12;11162;RSA seul;GENERVILLE;0;0
2020-12;14054;RSA seul;;0;0
2020-12;14061;RSA seul;SOULEUVRE EN BOCAGE;80;170
2020-12;14089;RSA seul;BOUGY;0;0
2020-12;14121;RSA seul;;0;0
2020-12;14127;RSA seul;CAMPAGNOLLES;5;5
2020-12;14135;RSA seul;CARCAGNY;5;5
2020-12;14137;RSA seul;CARPIQUET;25;50
2020-12;14514;RSA seul;PONT L EVEQUE;60;105
2020-12;15167;RSA seul;ROUZIERS;0;0
2020-12;15170;RSA seul;SAINT AMANDIN;5;5
2020-12;15188;RSA seul;SAINT GEORGES;5;5
2020-12;15200;RSA seul;;0;0
2020-12;14520;RSA seul;LE PRE D AUGE;5;5
2020-12;14541;RSA seul;LA ROQUE BAIGNARD;0;0
2020-12;14566;RSA seul;SAINT CONTEST;20;25
2020-12;14593;RSA seul;SAINT HYMER;5;5
2020-12;14601;RSA seul;SAINT JULIEN SUR CALONNE;0;0
2020-12;14713;RSA seul;MONTILLIERES SUR ORNE;0;0
2020-12;14743;RSA seul;;0;0
2020-12;14745;RSA seul;VIERVILLE SUR MER;5;5
2020-12;15100;RSA seul;LAVEISSENET;0;0
2020-12;15151;RSA seul;PEYRUSSE;0;0
2020-12;15152;RSA seul;PIERREFORT;5;5
2020-12;15155;RSA seul;;0;0
2020-12;15156;RSA seul;;0;0
2020-12;15161;RSA seul;;0;0
2020-12;15175;RSA seul;SAINT CERNIN;5;5
2020-12;15182;RSA seul;SAINT ETIENNE CANTALES;0;0
2020-12;15189;RSA seul;SAINT GERONS;0;0
2020-12;15194;RSA seul;;0;0
2020-12;15206;RSA seul;;0;0
2020-12;15208;RSA seul;SAINT PROJET DE SALERS;0;0
2020-12;15213;RSA seul;SAINT SATURNIN;5;5
2020-12;15215;RSA seul;SAINT SIMON;5;20
2020-12;15216;RSA seul;;0;0
2020-12;15218;RSA seul;SAINT VINCENT DE SALERS;0;0
2020-12;15224;RSA seul;LA SEGALASSIERE;0;0
2020-12;15226;RSA seul;SENEZERGUES;0;0
2020-12;15228;RSA seul;SIRAN;0;0
2020-12;15234;RSA seul;;0;0
2020-12;15237;RSA seul;TIVIERS;0;0
2020-12;15101;RSA seul;LAVEISSIERE;5;10
2020-12;15116;RSA seul;MARCHASTEL;0;0
2020-12;15119;RSA seul;MASSIAC;25;60
2020-12;15120;RSA seul;MAURIAC;35;60
2020-12;15126;RSA seul;MOLEDES;0;0
2020-12;15127;RSA seul;MOLOMPIZE;0;0
2020-12;15140;RSA seul;NAUCELLES;5;10
2020-12;15144;RSA seul;OMPS;0;0
2020-12;15159;RSA seul;RAULHAC;0;0
2020-12;15160;RSA seul;REILHAC;5;5
2020-12;27516;RSA seul;TREIS SANTS EN OUCHE;10;15
2020-12;27517;RSA seul;SAINT AUBIN SUR GAILLON;15;20
2020-12;27534;RSA seul;SAINT DIDIER DES BOIS;0;0
2020-12;27561;RSA seul;SAINT MACLOU;10;15
2020-12;27564;RSA seul;SAINT MARDS DE FRESNE;5;10
2020-12;27608;RSA seul;SAINT VICTOR DE CHRETIENVILLE;0;0
2020-12;27624;RSA seul;SURVILLE;5;5
2020-12;27635;RSA seul;LE THUIT;0;0
2020-12;27656;RSA seul;TOUTAINVILLE;15;20
2020-12;27664;RSA seul;LE TRONQUAY;5;5
2020-12;27667;RSA seul;VALAILLES;0;0
2020-12;27681;RSA seul;VERNON;860;1730
2020-12;27682;RSA seul;VESLY;5;10
2020-12;27683;RSA seul;VEZILLON;0;0
2020-12;28005;RSA seul;ALLUYES;5;5
2020-12;28008;RSA seul;ARDELLES;0;0
2020-12;28015;RSA seul;AUNEAU BLEURY SAINT SYMPHORIEN;65;135
2020-12;28036;RSA seul;BERCHERES SUR VESGRE;5;10
2020-12;28041;RSA seul;;0;0
2020-12;28051;RSA seul;BONNEVAL;65;125
2020-12;28054;RSA seul;LE BOULLAY MIVOYE;0;0
2020-12;28077;RSA seul;LA CHAPELLE FORTIN;0;0
2020-12;28079;RSA seul;CHAPELLE ROYALE;5;15
2020-12;28080;RSA seul;CHARBONNIERES;0;0
2020-12;28088;RSA seul;CHATEAUDUN;400;870
2020-12;28090;RSA seul;LES CHATELETS;0;0
2020-12;28092;RSA seul;;0;0
2020-12;28107;RSA seul;;0;0
2020-12;28113;RSA seul;COULOMBS;10;20
2020-12;28136;RSA seul;ECLUZELLES;5;5
2020-12;28144;RSA seul;;0;0
2020-12;28148;RSA seul;LE FAVRIL;0;0
2020-12;28158;RSA seul;;0;0
2020-12;28162;RSA seul;;0;0
2020-12;28184;RSA seul;GOUILLONS;5;5
2020-12;28191;RSA seul;HANCHES;15;30
2020-12;28194;RSA seul;HOUVILLE LA BRANCHE;0;0
2020-12;29201;RSA seul;PLOUMOGUER;15;20
2020-12;29210;RSA seul;PLOUVORN;20;35
2020-12;29218;RSA seul;PONT CROIX;20;40
2020-12;29232;RSA seul;QUIMPER;1580;2775
2020-12;29237;RSA seul;LA ROCHE MAURICE;10;20
2020-12;29244;RSA seul;SAINT DERRIEN;5;10
2020-12;29252;RSA seul;SAINT JEAN TROLIMON;15;20
2020-12;29254;RSA seul;SAINT MARTIN DES CHAMPS;65;100
2020-12;29260;RSA seul;SAINT RENAN;45;75
2020-12;29267;RSA seul;SAINT THOIS;10;20
2020-12;29269;RSA seul;SAINT THURIEN;10;15
2020-12;29270;RSA seul;SAINT URBAIN;5;10
2020-12;29275;RSA seul;SCRIGNAC;20;40
2020-12;29286;RSA seul;;0;0
2020-12;29298;RSA seul;TREOGAT;5;10
2020-12;29301;RSA seul;TREZILIDE;0;0
2020-12;2A004;RSA seul;AJACCIO;995;1695
2020-12;2A040;RSA seul;BOCOGNANO;10;15
2020-12;2A056;RSA seul;CAMPO;0;0
2020-12;2A071;RSA seul;CASALABRIVA;5;5
2020-12;2A090;RSA seul;COGGIA;5;5
2020-12;29206;RSA seul;PLOUNEVEZ LOCHRIST;15;30
2020-12;29226;RSA seul;POULLAN SUR MER;15;15
2020-12;29234;RSA seul;REDENE;20;25
2020-12;29240;RSA seul;ROSNOEN;10;10
2020-12;29245;RSA seul;;0;0
2020-12;29256;RSA seul;SAINT NIC;10;25
2020-12;29261;RSA seul;SAINT RIVOAL;15;25
2020-12;29266;RSA seul;SAINT THEGONNEC LOC EGUINER;25;45
2020-12;29268;RSA seul;SAINT THONAN;5;5
2020-12;29273;RSA seul;SANTEC;20;25
2020-12;29278;RSA seul;SPEZET;25;40
2020-12;29280;RSA seul;TELGRUC SUR MER;25;35
2020-12;29285;RSA seul;TREFLAOUENAN;0;0
2020-12;2A070;RSA seul;CASAGLIONE;0;0
2020-12;2A092;RSA seul;CONCA;10;20
2020-12;2A094;RSA seul;CORRANO;0;0
2020-12;2A128;RSA seul;;0;0
2020-12;2A144;RSA seul;LOPIGNA;5;5
2020-12;2A204;RSA seul;PASTRICCIOLA;0;0
2020-12;2A232;RSA seul;PILA CANALE;5;5
2020-12;2A262;RSA seul;ROSAZIA;0;0
2020-12;2A285;RSA seul;;0;0
2020-12;2A310;RSA seul;;0;0
2020-12;2A360;RSA seul;ZIGLIARA;5;10
2020-12;29213;RSA seul;PLOUZEVEDE;10;15
2020-12;29216;RSA seul;PLUGUFFAN;30;55
2020-12;29217;RSA seul;PONT AVEN;30;45
2020-12;29225;RSA seul;POULDREUZIC;20;25
2020-12;29229;RSA seul;QUEMENEVEN;15;20
2020-12;2A031;RSA seul;BASTELICA;10;10
2020-12;2A032;RSA seul;BASTELICACCIA;40;60
2020-12;2A035;RSA seul;BELVEDERE CAMPOMORO;0;0
2020-12;2A041;RSA seul;BONIFACIO;30;50
2020-12;2A060;RSA seul;CANNELLE;5;5
2020-12;2A117;RSA seul;FORCIOLO;0;0
2020-12;2A158;RSA seul;;0;0
2020-12;2A228;RSA seul;PIETROSELLA;25;30
2020-12;2A276;RSA seul;SERRA DI FERRO;5;5
2020-12;2A278;RSA seul;SERRA DI SCOPAMENE;0;0
2020-12;2A282;RSA seul;;0;0
2020-12;2A348;RSA seul;VICO;5;10
2020-12;2B034;RSA seul;BELGODERE;10;15
2020-12;2A118;RSA seul;FOZZANO;5;10
2020-12;2A154;RSA seul;MARIGNANA;0;0
2020-12;2A189;RSA seul;OLMETO;10;10
2020-12;2A200;RSA seul;PALNECA;5;5
2020-12;2A258;RSA seul;RENNO;0;0
2020-12;2A308;RSA seul;SAINTE LUCIE DE TALLANO;5;5
2020-12;2B005;RSA seul;ALANDO;0;0
2020-12;2B010;RSA seul;ALGAJOLA;5;5
2020-12;2B013;RSA seul;;0;0
2020-12;2B020;RSA seul;AREGNO;5;5
2020-12;2B023;RSA seul;ASCO;0;0
2020-12;2B030;RSA seul;BARRETTALI;0;0
2020-12;2B047;RSA seul;CALACUCCIA;10;20
2020-12;2B049;RSA seul;CALENZANA;35;65
2020-12;2B051;RSA seul;CAMBIA;0;0
2020-12;2B059;RSA seul;CANAVAGGIA;0;0
2020-12;2B069;RSA seul;CASABIANCA;0;0
2020-12;30002;RSA seul;AIGREMONT;10;20
2020-12;30009;RSA seul;ALZON;10;15
2020-12;30044;RSA seul;BONNEVAUX;10;15
2020-12;30045;RSA seul;BORDEZAC;15;15
2020-12;30053;RSA seul;BRIGNON;20;35
2020-12;30055;RSA seul;BROUZET LES ALES;5;5
2020-12;2B274;RSA seul;SCOLCA;5;10
2020-12;2B289;RSA seul;SOVERIA;0;0
2020-12;2B299;RSA seul;SAN GAVINO D AMPUGNANI;0;0
2020-12;2B329;RSA seul;TRALONCA;0;0
2020-12;2B337;RSA seul;VALLE DI ROSTINO;0;0
2020-12;30001;RSA seul;AIGALIERS;10;15
2020-12;30018;RSA seul;ASPERES;10;15
2020-12;30032;RSA seul;BEAUCAIRE;740;1545
2020-12;30034;RSA seul;BELLEGARDE;155;325
2020-12;30051;RSA seul;BRANOUX LES TAILLADES;30;65
2020-12;30060;RSA seul;CAISSARGUES;70;115
2020-12;30064;RSA seul;CAMPESTRE ET LUC;5;10
2020-12;2B273;RSA seul;SCATA;0;0
2020-12;2B281;RSA seul;SISCO;40;65
2020-12;2B286;RSA seul;SORBO OCAGNANO;25;40
2020-12;2B301;RSA seul;SAN GAVINO DI TENDA;0;0
2020-12;2B303;RSA seul;SAN GIULIANO;5;10
2020-12;2B304;RSA seul;SAN LORENZO;0;0
2020-12;2B307;RSA seul;SANTA LUCIA DI MORIANI;45;75
2020-12;2B327;RSA seul;TOMINO;0;0
2020-12;2B343;RSA seul;VENZOLASCA;20;40
2020-12;2B344;RSA seul;VERDESE;0;0
2020-12;2B355;RSA seul;VOLPAJOLA;5;5
2020-12;2B361;RSA seul;ZILIA;10;20
2020-12;30022;RSA seul;AUJAC;10;15
2020-12;30027;RSA seul;BAGARD;60;110
2020-12;30054;RSA seul;BROUZET LES QUISSAC;5;10
2020-12;2B015;RSA seul;AMPRIANI;0;0
2020-12;2B029;RSA seul;BARBAGGIO;5;10
2020-12;2B039;RSA seul;BISINCHI;5;10
2020-12;2B043;RSA seul;BRANDO;25;35
2020-12;2B079;RSA seul;CASTELLO DI ROSTINO;10;20
2020-12;2B082;RSA seul;CASTINETA;0;0
2020-12;2B093;RSA seul;CORBARA;15;25
2020-12;2B102;RSA seul;CROCICCHIA;5;5
2020-12;2B105;RSA seul;ERBAJOLO;5;5
2020-12;2B107;RSA seul;ERSA;5;5
2020-12;2B112;RSA seul;FELICETO;5;15
2020-12;2B121;RSA seul;GALERIA;5;5
2020-12;2B126;RSA seul;;0;0
2020-12;2B135;RSA seul;ISOLACCIO DI FIUMORBO;10;10
2020-12;2B137;RSA seul;;0;0
2020-12;2B138;RSA seul;LAVATOGGIO;0;0
2020-12;2B140;RSA seul;;0;0
2020-12;2B147;RSA seul;LOZZI;0;0
2020-12;2B148;RSA seul;LUCCIANA;125;235
2020-12;2B150;RSA seul;LUMIO;20;25
2020-12;2B152;RSA seul;LURI;20;40
2020-12;2B166;RSA seul;MONTE;10;25
2020-12;2B168;RSA seul;MONTICELLO;25;45
2020-12;2B170;RSA seul;MORSIGLIA;0;0
2020-12;2B171;RSA seul;MURACCIOLE;0;0
2020-12;2B172;RSA seul;MURATO;15;20
2020-12;2B175;RSA seul;;0;0
2020-12;2B179;RSA seul;NOVALE;0;0
2020-12;2B182;RSA seul;OCCHIATANA;5;5
2020-12;2B183;RSA seul;OGLIASTRO;5;10
2020-12;2B199;RSA seul;PALASCA;5;10
2020-12;2B201;RSA seul;PANCHERACCIA;5;5
2020-12;2B210;RSA seul;PERO CASEVECCHIE;0;0
2020-12;2B213;RSA seul;PIANELLO;0;0
2020-12;2B216;RSA seul;PIAZZALI;5;5
2020-12;2B220;RSA seul;PIEDIGRIGGIO;0;0
2020-12;2B231;RSA seul;PIGNA;0;0
2020-12;2B236;RSA seul;;0;0
2020-12;2B241;RSA seul;;0;0
2020-12;2B242;RSA seul;POGGIO MEZZANA;15;20
2020-12;2B243;RSA seul;;0;0
2020-12;2B246;RSA seul;LA PORTA;5;5
2020-12;2B250;RSA seul;PRUNELLI DI CASACCONI;5;5
2020-12;2B255;RSA seul;QUERCITELLO;5;5
2020-12;2B257;RSA seul;RAPALE;0;0
2020-12;2B260;RSA seul;RIVENTOSA;5;10
2020-12;2B263;RSA seul;ROSPIGLIANI;0;0
2020-12;27558;RSA seul;SAINT LEGER DU GENNETEY;0;0
2020-12;27563;RSA seul;SAINT MARDS DE BLACARVILLE;5;5
2020-12;27612;RSA seul;SAINT VINCENT DES BOIS;5;5
2020-12;27613;RSA seul;;0;0
2020-12;27644;RSA seul;;0;0
2020-12;27652;RSA seul;TOURNEVILLE;0;0
2020-12;27671;RSA seul;;0;0
2020-12;27672;RSA seul;VASCOEUIL;5;10
2020-12;27176;RSA seul;COUDRAY;5;10
2020-12;27182;RSA seul;COURTEILLES;0;0
2020-12;27184;RSA seul;;0;0
2020-12;27192;RSA seul;CROSVILLE LA VIEILLE;0;0
2020-12;27193;RSA seul;CROTH;10;30
2020-12;27203;RSA seul;DOUAINS;0;0
2020-12;27206;RSA seul;DROISY;5;10
2020-12;27215;RSA seul;ECQUETOT;0;0
2020-12;27216;RSA seul;EMALLEVILLE;0;0
2020-12;27220;RSA seul;EPIEDS;0;0
2020-12;27227;RSA seul;ETREVILLE;5;5
2020-12;27229;RSA seul;EVREUX;2290;5050
2020-12;27243;RSA seul;FIQUEFLEUR EQUAINVILLE;5;15
2020-12;27252;RSA seul;FONTAINE LA LOUVET;0;0
2020-12;27324;RSA seul;HEBECOURT;5;10
2020-12;27329;RSA seul;HENNEZIS;5;5
2020-12;27330;RSA seul;HERQUEVILLE;10;10
2020-12;27332;RSA seul;HEUDEBOUVILLE;5;5
2020-12;27333;RSA seul;HEUDICOURT;15;20
2020-12;27342;RSA seul;;0;0
2020-12;27343;RSA seul;HOULBEC COCHEREL;5;5
2020-12;27360;RSA seul;JUMELLES;5;10
2020-12;27155;RSA seul;CHENNEBRUN;5;5
2020-12;27165;RSA seul;CONCHES EN OUCHE;145;285
2020-12;27194;RSA seul;CUVERVILLE;0;0
2020-12;27235;RSA seul;FAVEROLLES LA CAMPAGNE;5;10
2020-12;27238;RSA seul;FERRIERES HAUT CLOCHER;0;0
2020-12;27240;RSA seul;LA FERRIERE SUR RISLE;10;15
2020-12;27254;RSA seul;FONTAINE SOUS JOUY;5;10
2020-12;27269;RSA seul;FRESNE CAUVERVILLE;0;0
2020-12;27281;RSA seul;GAUDREVILLE LA RIVIERE;0;0
2020-12;27284;RSA seul;GISORS;375;750
2020-12;27288;RSA seul;GLOS SUR RISLE;5;10
2020-12;27318;RSA seul;LA HAYE DE CALLEVILLE;0;0
2020-12;27325;RSA seul;HECMANVILLE;0;0
2020-12;27346;RSA seul;HOUVILLE EN VEXIN;0;0
2020-12;27427;RSA seul;NEAUFLES AUVERGNY;5;10
2020-12;27429;RSA seul;NEUILLY;0;0
2020-12;27440;RSA seul;NOTRE DAME DE L ISLE;5;5
2020-12;28397;RSA seul;UMPEAU;0;0
2020-12;28405;RSA seul;VERT EN DROUAIS;10;15
2020-12;28426;RSA seul;YMONVILLE;5;5
2020-12;28XXX;RSA seul;;0;0
2020-12;29004;RSA seul;BANNALEC;45;95
2020-12;29006;RSA seul;BENODET;35;50
2020-12;29008;RSA seul;BEUZEC CAP SIZUN;10;10
2020-12;29019;RSA seul;BREST;4495;8455
2020-12;29022;RSA seul;CAMARET SUR MER;45;60
2020-12;29023;RSA seul;CARANTEC;30;40
2020-12;29026;RSA seul;CHATEAULIN;90;150
2020-12;29027;RSA seul;CHATEAUNEUF DU FAOU;35;65
2020-12;29034;RSA seul;LE CLOITRE SAINT THEGONNEC;10;20
2020-12;29037;RSA seul;COMBRIT;30;40
2020-12;29043;RSA seul;DAOULAS;10;15
2020-12;28353;RSA seul;SAINT MAUR SUR LE LOIR;5;5
2020-12;28358;RSA seul;SAINT PREST;15;15
2020-12;28360;RSA seul;SAINT SAUVEUR MARVILLE;5;5
2020-12;28363;RSA seul;SAINVILLE;5;5
2020-12;28365;RSA seul;SANDARVILLE;5;5
2020-12;28369;RSA seul;SAULNIERES;10;35
2020-12;28375;RSA seul;SERVILLE;0;0
2020-12;28379;RSA seul;SOULAIRES;0;0
2020-12;28382;RSA seul;TERMINIERS;10;15
2020-12;28388;RSA seul;THIVARS;5;5
2020-12;28389;RSA seul;THIVILLE;0;0
2020-12;28401;RSA seul;VAUPILLON;5;10
2020-12;28406;RSA seul;EOLE EN BEAUCE;5;5
2020-12;28331;RSA seul;SAINTIGNY;20;40
2020-12;28342;RSA seul;;0;0
2020-12;54373;RSA seul;MONCEL LES LUNEVILLE;5;5
2020-12;54378;RSA seul;MONTIGNY SUR CHIERS;5;5
2020-12;54379;RSA seul;MONT L ETROIT;0;0
2020-12;54382;RSA seul;MONT SAINT MARTIN;385;695
2020-12;54383;RSA seul;MONT SUR MEURTHE;10;25
2020-12;54388;RSA seul;;0;0
2020-12;54389;RSA seul;MOUAVILLE;0;0
2020-12;54391;RSA seul;MOUTIERS;30;60
2020-12;54392;RSA seul;;0;0
2020-12;54393;RSA seul;MOYEN;10;20
2020-12;54396;RSA seul;NEUFMAISONS;0;0
2020-12;54397;RSA seul;NEUVES MAISONS;150;285
2020-12;54398;RSA seul;;0;0
2020-12;54399;RSA seul;NEUVILLER SUR MOSELLE;5;10
2020-12;54400;RSA seul;NOMENY;10;20
2020-12;54404;RSA seul;NOVIANT AUX PRES;5;10
2020-12;54405;RSA seul;;0;0
2020-12;54407;RSA seul;;0;0
2020-12;54408;RSA seul;OLLEY;0;0
2020-12;54410;RSA seul;ONVILLE;5;5
2020-12;54411;RSA seul;;0;0
2020-12;54416;RSA seul;PANNES;0;0
2020-12;54418;RSA seul;PARROY;0;0
2020-12;54420;RSA seul;;0;0
2020-12;54424;RSA seul;PHLIN;0;0
